I_e,Tau_Syn_Ex,Result
5,1.0,0.0
5,1.1,0.0
5,1.2000000000000002,0.0
5,1.3000000000000003,0.0
5,1.4000000000000004,0.0
5,1.5000000000000004,0.0
5,1.6000000000000005,0.0
5,1.7000000000000006,0.0
5,1.8000000000000007,0.0
5,1.9000000000000008,0.0
5,2.000000000000001,0.0
5,2.100000000000001,0.0
5,2.200000000000001,0.0
5,2.300000000000001,0.0
5,2.4000000000000012,0.0
5,2.5000000000000013,0.0
5,2.6000000000000014,0.0
5,2.7000000000000015,0.0
5,2.8000000000000016,0.0
5,2.9000000000000017,0.0
5,3.0000000000000018,0.0
5,3.100000000000002,0.0
5,3.200000000000002,0.0
5,3.300000000000002,0.0
5,3.400000000000002,0.0
5,3.500000000000002,0.0
5,3.6000000000000023,0.0
5,3.7000000000000024,0.0
5,3.8000000000000025,0.0
5,3.9000000000000026,0.0
5,4.000000000000003,0.0
5,4.100000000000003,0.0
5,4.200000000000003,0.0
5,4.3000000000000025,0.0
5,4.400000000000003,0.0
5,4.5000000000000036,0.0
5,4.600000000000003,0.0
5,4.700000000000003,0.0
5,4.800000000000003,0.0
5,4.900000000000004,0.0
5,5.0000000000000036,0.0
5,5.100000000000003,0.0
5,5.200000000000004,0.0
5,5.300000000000004,0.0
5,5.400000000000004,0.0
5,5.5000000000000036,0.0
5,5.600000000000004,0.0
5,5.700000000000005,0.0
5,5.800000000000004,0.0
5,5.900000000000004,0.0
5,6.000000000000004,0.0
5,6.100000000000005,0.0
5,6.200000000000005,26.320945945945947
5,6.300000000000004,33.9936628643853
5,6.400000000000005,33.82471626733922
5,6.500000000000005,52.198581560283685
5,6.600000000000005,42.66901408450704
5,6.700000000000005,41.9253112033195
5,6.800000000000005,38.49556400506971
5,6.900000000000006,16.362077922077923
5,7.000000000000005,16.618775933609957
5,7.100000000000005,16.328411405295316
5,7.2000000000000055,17.6853470437018
5,7.300000000000006,15.119474835886214
5,7.400000000000006,12.162266807462162
5,7.500000000000005,9.790126861555432
5,7.600000000000006,8.71015911872705
5,7.700000000000006,8.056131650135256
5,7.800000000000006,7.878306878306878
5,7.900000000000006,7.72191011235955
5,8.000000000000007,7.439059599917509
5,8.100000000000007,6.617528419508617
5,8.200000000000006,6.518331226295828
5,8.300000000000006,6.454041487839771
5,8.400000000000006,6.326380368098159
5,8.500000000000007,6.30317848410758
5,8.600000000000007,5.463199072732541
5,8.700000000000006,5.217277486910994
5,8.800000000000008,5.156884107313087
5,8.900000000000007,4.608598086689501
5,9.000000000000007,3.7429079766729267
5,9.100000000000007,3.5426139021423895
5,9.200000000000006,3.510743504450238
5,9.300000000000008,3.9141983661604773
5,9.400000000000007,3.885958801870833
5,9.500000000000007,3.861175656300984
5,9.600000000000009,3.062024621657649
5,9.700000000000008,2.964059357091351
5,9.800000000000008,2.9298120568706154
5,9.900000000000007,2.900973181784414
6,1.0,0.0
6,1.1,0.0
6,1.2000000000000002,0.0
6,1.3000000000000003,0.0
6,1.4000000000000004,0.0
6,1.5000000000000004,0.0
6,1.6000000000000005,0.0
6,1.7000000000000006,0.0
6,1.8000000000000007,0.0
6,1.9000000000000008,0.0
6,2.000000000000001,0.0
6,2.100000000000001,0.0
6,2.200000000000001,0.0
6,2.300000000000001,0.0
6,2.4000000000000012,0.0
6,2.5000000000000013,0.0
6,2.6000000000000014,0.0
6,2.7000000000000015,0.0
6,2.8000000000000016,0.0
6,2.9000000000000017,0.0
6,3.0000000000000018,0.0
6,3.100000000000002,0.0
6,3.200000000000002,0.0
6,3.300000000000002,0.0
6,3.400000000000002,0.0
6,3.500000000000002,0.0
6,3.6000000000000023,0.0
6,3.7000000000000024,0.0
6,3.8000000000000025,0.0
6,3.9000000000000026,0.0
6,4.000000000000003,0.0
6,4.100000000000003,0.0
6,4.200000000000003,0.0
6,4.3000000000000025,0.0
6,4.400000000000003,0.0
6,4.5000000000000036,0.0
6,4.600000000000003,0.0
6,4.700000000000003,0.0
6,4.800000000000003,0.0
6,4.900000000000004,0.0
6,5.0000000000000036,0.0
6,5.100000000000003,0.0
6,5.200000000000004,0.0
6,5.300000000000004,0.0
6,5.400000000000004,0.0
6,5.5000000000000036,0.0
6,5.600000000000004,0.0
6,5.700000000000005,0.0
6,5.800000000000004,0.0
6,5.900000000000004,0.0
6,6.000000000000004,0.0
6,6.100000000000005,0.0
6,6.200000000000005,24272.0
6,6.300000000000004,33.99493029150824
6,6.400000000000005,34.11323155216285
6,6.500000000000005,51.83802816901409
6,6.600000000000005,42.667605633802815
6,6.700000000000005,41.58299039780521
6,6.800000000000005,38.49556400506971
6,6.900000000000006,16.33177812337999
6,7.000000000000005,16.587474120082817
6,7.100000000000005,16.295223577235774
6,7.2000000000000055,17.170573566084787
6,7.300000000000006,14.80248500428449
6,7.400000000000006,12.119607155384076
6,7.500000000000005,9.785005512679161
6,7.600000000000006,8.535714285714286
6,7.700000000000006,8.030786516853933
6,7.800000000000006,7.859247855729052
6,7.900000000000006,7.705260888313928
6,8.000000000000007,6.79386131110269
6,8.100000000000007,6.612495419567607
6,8.200000000000006,6.505407354001442
6,8.300000000000006,6.449606862044317
6,8.400000000000006,6.321772639691715
6,8.500000000000007,6.3008030726256985
6,8.600000000000007,5.280574536326872
6,8.700000000000006,5.201510989010989
6,8.800000000000008,5.154076493806996
6,8.900000000000007,4.605027141845645
6,9.000000000000007,3.682127576818359
6,9.100000000000007,3.5368951989538577
6,9.200000000000006,3.510743504450238
6,9.300000000000008,3.9114538989332397
6,9.400000000000007,3.884412613150303
6,9.500000000000007,3.8602214313958085
6,9.600000000000009,3.0601050074445575
6,9.700000000000008,2.9612497156290285
6,9.800000000000008,2.9287133910826113
6,9.900000000000007,2.8995730462223874
7,1.0,0.0
7,1.1,0.0
7,1.2000000000000002,0.0
7,1.3000000000000003,0.0
7,1.4000000000000004,0.0
7,1.5000000000000004,0.0
7,1.6000000000000005,0.0
7,1.7000000000000006,0.0
7,1.8000000000000007,0.0
7,1.9000000000000008,0.0
7,2.000000000000001,0.0
7,2.100000000000001,0.0
7,2.200000000000001,0.0
7,2.300000000000001,0.0
7,2.4000000000000012,0.0
7,2.5000000000000013,0.0
7,2.6000000000000014,0.0
7,2.7000000000000015,0.0
7,2.8000000000000016,0.0
7,2.9000000000000017,0.0
7,3.0000000000000018,0.0
7,3.100000000000002,0.0
7,3.200000000000002,0.0
7,3.300000000000002,0.0
7,3.400000000000002,0.0
7,3.500000000000002,0.0
7,3.6000000000000023,0.0
7,3.7000000000000024,0.0
7,3.8000000000000025,0.0
7,3.9000000000000026,0.0
7,4.000000000000003,0.0
7,4.100000000000003,0.0
7,4.200000000000003,0.0
7,4.3000000000000025,0.0
7,4.400000000000003,0.0
7,4.5000000000000036,0.0
7,4.600000000000003,0.0
7,4.700000000000003,0.0
7,4.800000000000003,0.0
7,4.900000000000004,0.0
7,5.0000000000000036,0.0
7,5.100000000000003,0.0
7,5.200000000000004,0.0
7,5.300000000000004,0.0
7,5.400000000000004,0.0
7,5.5000000000000036,0.0
7,5.600000000000004,0.0
7,5.700000000000005,0.0
7,5.800000000000004,0.0
7,5.900000000000004,0.0
7,6.000000000000004,0.0
7,6.100000000000005,0.0
7,6.200000000000005,1620.1333333333334
7,6.300000000000004,33.99493029150824
7,6.400000000000005,1728.375
7,6.500000000000005,51.30313588850174
7,6.600000000000005,42.60618846694796
7,6.700000000000005,41.42622950819672
7,6.800000000000005,38.54441624365482
7,6.900000000000006,16.418181818181818
7,7.000000000000005,16.54878678368611
7,7.100000000000005,12.901810865191147
7,7.2000000000000055,17.119343610144206
7,7.300000000000006,13.897023330651649
7,7.400000000000006,12.102626970227671
7,7.500000000000005,9.818156732891833
7,7.600000000000006,8.509199522102747
7,7.700000000000006,8.008964589870013
7,7.800000000000006,7.837061403508772
7,7.900000000000006,7.690122659780504
7,8.000000000000007,6.786336109008327
7,8.100000000000007,6.606626395753249
7,8.200000000000006,6.496040316774658
7,8.300000000000006,6.441370694270926
7,8.400000000000006,6.3119972018188175
7,8.500000000000007,6.296580600139567
7,8.600000000000007,5.252011095700416
7,8.700000000000006,5.192102015631427
7,8.800000000000008,5.154076493806996
7,8.900000000000007,4.600023576564895
7,9.000000000000007,3.677024664983492
7,9.100000000000007,3.534347582602203
7,9.200000000000006,3.510743504450238
7,9.300000000000008,3.9093002302532787
7,9.400000000000007,3.883639980109398
7,9.500000000000007,3.8588863086120857
7,9.600000000000009,3.051496444479175
7,9.700000000000008,2.958893729873082
7,9.800000000000008,2.9275058100307367
7,9.900000000000007,2.898174261540745
8,1.0,0.0
8,1.1,0.0
8,1.2000000000000002,0.0
8,1.3000000000000003,0.0
8,1.4000000000000004,0.0
8,1.5000000000000004,0.0
8,1.6000000000000005,0.0
8,1.7000000000000006,0.0
8,1.8000000000000007,0.0
8,1.9000000000000008,0.0
8,2.000000000000001,0.0
8,2.100000000000001,0.0
8,2.200000000000001,0.0
8,2.300000000000001,0.0
8,2.4000000000000012,0.0
8,2.5000000000000013,0.0
8,2.6000000000000014,0.0
8,2.7000000000000015,0.0
8,2.8000000000000016,0.0
8,2.9000000000000017,0.0
8,3.0000000000000018,0.0
8,3.100000000000002,0.0
8,3.200000000000002,0.0
8,3.300000000000002,0.0
8,3.400000000000002,0.0
8,3.500000000000002,0.0
8,3.6000000000000023,0.0
8,3.7000000000000024,0.0
8,3.8000000000000025,0.0
8,3.9000000000000026,0.0
8,4.000000000000003,0.0
8,4.100000000000003,0.0
8,4.200000000000003,0.0
8,4.3000000000000025,0.0
8,4.400000000000003,0.0
8,4.5000000000000036,0.0
8,4.600000000000003,0.0
8,4.700000000000003,0.0
8,4.800000000000003,0.0
8,4.900000000000004,0.0
8,5.0000000000000036,0.0
8,5.100000000000003,0.0
8,5.200000000000004,0.0
8,5.300000000000004,0.0
8,5.400000000000004,0.0
8,5.5000000000000036,0.0
8,5.600000000000004,0.0
8,5.700000000000005,0.0
8,5.800000000000004,0.0
8,5.900000000000004,0.0
8,6.000000000000004,0.0
8,6.100000000000005,0.0
8,6.200000000000005,29.48812351543943
8,6.300000000000004,33.99493029150824
8,6.400000000000005,54.075367647058826
8,6.500000000000005,50.77758620689655
8,6.600000000000005,42.66619718309859
8,6.700000000000005,40.822341857335125
8,6.800000000000005,38.54441624365482
8,6.900000000000006,16.441619097042036
8,7.000000000000005,16.491255144032923
8,7.100000000000005,16.23076923076923
8,7.2000000000000055,15.696501590186278
8,7.300000000000006,14.842353951890034
8,7.400000000000006,12.060383944153578
8,7.500000000000005,9.80760749724366
8,7.600000000000006,8.486892278360344
8,7.700000000000006,7.985698324022346
8,7.800000000000006,7.8216239877434885
8,7.900000000000006,7.675472508591065
8,8.000000000000007,6.780109661561732
8,8.100000000000007,6.595760233918129
8,8.200000000000006,6.492354740061162
8,8.300000000000006,6.426638176638177
8,8.400000000000006,6.310893512851897
8,8.500000000000007,6.288726258930128
8,8.600000000000007,5.247644124168515
8,8.700000000000006,5.1858394960284855
8,8.800000000000008,5.152673833174582
8,8.900000000000007,4.597973371038059
8,9.000000000000007,3.669994184919558
8,9.100000000000007,3.5307226107226106
8,9.200000000000006,3.510427903631787
8,9.300000000000008,3.907344406643986
8,9.400000000000007,3.881709741550696
8,9.500000000000007,3.8583143958106905
8,9.600000000000009,3.0509004257978827
8,9.700000000000008,2.9572131768269596
8,9.800000000000008,2.92607995204376
8,9.900000000000007,2.897099191334669
9,1.0,0.0
9,1.1,0.0
9,1.2000000000000002,0.0
9,1.3000000000000003,0.0
9,1.4000000000000004,0.0
9,1.5000000000000004,0.0
9,1.6000000000000005,0.0
9,1.7000000000000006,0.0
9,1.8000000000000007,0.0
9,1.9000000000000008,0.0
9,2.000000000000001,0.0
9,2.100000000000001,0.0
9,2.200000000000001,0.0
9,2.300000000000001,0.0
9,2.4000000000000012,0.0
9,2.5000000000000013,0.0
9,2.6000000000000014,0.0
9,2.7000000000000015,0.0
9,2.8000000000000016,0.0
9,2.9000000000000017,0.0
9,3.0000000000000018,0.0
9,3.100000000000002,0.0
9,3.200000000000002,0.0
9,3.300000000000002,0.0
9,3.400000000000002,0.0
9,3.500000000000002,0.0
9,3.6000000000000023,0.0
9,3.7000000000000024,0.0
9,3.8000000000000025,0.0
9,3.9000000000000026,0.0
9,4.000000000000003,0.0
9,4.100000000000003,0.0
9,4.200000000000003,0.0
9,4.3000000000000025,0.0
9,4.400000000000003,0.0
9,4.5000000000000036,0.0
9,4.600000000000003,0.0
9,4.700000000000003,0.0
9,4.800000000000003,0.0
9,4.900000000000004,0.0
9,5.0000000000000036,0.0
9,5.100000000000003,0.0
9,5.200000000000004,0.0
9,5.300000000000004,0.0
9,5.400000000000004,0.0
9,5.5000000000000036,0.0
9,5.600000000000004,0.0
9,5.700000000000005,0.0
9,5.800000000000004,0.0
9,5.900000000000004,0.0
9,6.000000000000004,0.0
9,6.100000000000005,0.0
9,6.200000000000005,33.99619771863118
9,6.300000000000004,33.99493029150824
9,6.400000000000005,53.59016393442623
9,6.500000000000005,50.43664383561644
9,6.600000000000005,42.54634831460674
9,6.700000000000005,39.65882352941176
9,6.800000000000005,38.49556400506971
9,6.900000000000006,16.394723228142784
9,7.000000000000005,16.46789933230611
9,7.100000000000005,18.772975929978116
9,7.2000000000000055,15.625056535504296
9,7.300000000000006,12.353235609581695
9,7.400000000000006,12.026801253045598
9,7.500000000000005,9.79680616740088
9,7.600000000000006,8.423131504257332
9,7.700000000000006,7.962789661319073
9,7.800000000000006,7.801135123335516
9,7.900000000000006,7.61456784880017
9,8.000000000000007,6.766037735849056
9,8.100000000000007,6.582527813240927
9,8.200000000000006,6.486700215672179
9,8.300000000000006,6.411796056137858
9,8.400000000000006,6.309615384615385
9,8.500000000000007,6.269237450060795
9,8.600000000000007,5.246778439794928
9,8.700000000000006,5.173794234184998
9,8.800000000000008,5.1435751154577565
9,8.900000000000007,3.894579862182454
9,9.000000000000007,3.6635061919504643
9,9.100000000000007,3.511059162021219
9,9.200000000000006,3.511059162021219
9,9.300000000000008,3.905976494123531
9,9.400000000000007,3.879974166625267
9,9.500000000000007,3.855838064675389
9,9.600000000000009,3.044953019610901
9,9.700000000000008,2.9557582409264658
9,9.800000000000008,2.9246554823247455
9,9.900000000000007,2.8961323098601994
